fixture,assumption,stage,step,formula,inputs,value
07_negative_equity,default,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=46200.00,246200.00
07_negative_equity,default,underwriting,scenario[optimistic].holding,monthly x months,monthly=559.58 months=6.0000,3357.48
07_negative_equity,default,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,9350.00
07_negative_equity,default,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,16675.00
07_negative_equity,default,underwriting,scenario[optimistic].equity.gross,V - confirmed,,-30000.00
07_negative_equity,default,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,-30000.00
07_negative_equity,default,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=34650.00,264650.00
08_active_bankruptcy,aggressive,underwriting,liabilities.confirmed,sum of confirmed bucket,,210000.00
08_active_bankruptcy,aggressive,underwriting,liabilities.potential,sum of potential bucket,,0.00
08_active_bankruptcy,aggressive,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
08_active_bankruptcy,aggressive,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
08_active_bankruptcy,aggressive,underwriting,value.v_expected,sum(v*w)/sum(w),,375000.00
08_active_bankruptcy,aggressive,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
08_active_bankruptcy,aggressive,underwriting,value.v_low,V*(1-disp),,318750.00
08_active_bankruptcy,aggressive,underwriting,value.v_high,V*(1+disp),,431250.00
08_active_bankruptcy,aggressive,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=1600 condition=cosmetic,28800.00
08_active_bankruptcy,aggressive,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=cosmetic,6.0000
08_active_bankruptcy,aggressive,underwriting,scenario[conservative].holding,monthly x months,monthly=730.78 months=9.0000,6577.02
08_active_bankruptcy,aggressive,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,11568.75
08_active_bankruptcy,aggressive,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,23109.38
08_active_bankruptcy,aggressive,underwriting,scenario[conservative].equity.gross,V - confirmed,,108750.00
08_active_bankruptcy,aggressive,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,108750.00
08_active_bankruptcy,aggressive,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=34560.00,353310.00
08_active_bankruptcy,aggressive,underwriting,scenario[expected].holding,monthly x months,monthly=770.63 months=6.0000,4623.78
08_active_bankruptcy,aggressive,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,12975.00
08_active_bankruptcy,aggressive,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,27187.50
08_active_bankruptcy,aggressive,underwriting,scenario[expected].equity.gross,V - confirmed,,165000.00
08_active_bankruptcy,aggressive,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,165000.00
08_active_bankruptcy,aggressive,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=28800.00,403800.00
08_active_bankruptcy,aggressive,underwriting,scenario[optimistic].holding,monthly x months,monthly=810.47 months=4.5000,3647.12
08_active_bankruptcy,aggressive,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,14381.25
08_active_bankruptcy,aggressive,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,31265.63
08_active_bankruptcy,aggressive,underwriting,scenario[optimistic].equity.gross,V - confirmed,,221250.00
08_active_bankruptcy,aggressive,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,221250.00
08_active_bankruptcy,aggressive,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=24480.00,455730.00
08_active_bankruptcy,conservative,underwriting,liabilities.confirmed,sum of confirmed bucket,,210000.00
08_active_bankruptcy,conservative,underwriting,liabilities.potential,sum of potential bucket,,0.00
08_active_bankruptcy,conservative,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
08_active_bankruptcy,conservative,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
08_active_bankruptcy,conservative,underwriting,value.v_expected,sum(v*w)/sum(w),,375000.00
08_active_bankruptcy,conservative,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
08_active_bankruptcy,conservative,underwriting,value.v_low,V*(1-disp),,318750.00
08_active_bankruptcy,conservative,underwriting,value.v_high,V*(1+disp),,431250.00
08_active_bankruptcy,conservative,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=1600 condition=cosmetic,28800.00
08_active_bankruptcy,conservative,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=cosmetic,6.0000
08_active_bankruptcy,conservative,underwriting,scenario[conservative].holding,monthly x months,monthly=730.78 months=9.0000,6577.02
08_active_bankruptcy,conservative,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,11568.75
08_active_bankruptcy,conservative,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,23109.38
08_active_bankruptcy,conservative,underwriting,scenario[conservative].equity.gross,V - confirmed,,108750.00
08_active_bankruptcy,conservative,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,108750.00
08_active_bankruptcy,conservative,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=46080.00,364830.00
08_active_bankruptcy,conservative,underwriting,scenario[expected].holding,monthly x months,monthly=770.63 months=6.0000,4623.78
08_active_bankruptcy,conservative,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,12975.00
08_active_bankruptcy,conservative,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,27187.50
08_active_bankruptcy,conservative,underwriting,scenario[expected].equity.gross,V - confirmed,,165000.00
08_active_bankruptcy,conservative,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,165000.00
08_active_bankruptcy,conservative,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=28800.00,403800.00
08_active_bankruptcy,conservative,underwriting,scenario[optimistic].holding,monthly x months,monthly=810.47 months=4.5000,3647.12
08_active_bankruptcy,conservative,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,14381.25
08_active_bankruptcy,conservative,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,31265.63
08_active_bankruptcy,conservative,underwriting,scenario[optimistic].equity.gross,V - confirmed,,221250.00
08_active_bankruptcy,conservative,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,221250.00
08_active_bankruptcy,conservative,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=18720.00,449970.00
08_active_bankruptcy,default,underwriting,liabilities.confirmed,sum of confirmed bucket,,210000.00
08_active_bankruptcy,default,underwriting,liabilities.potential,sum of potential bucket,,0.00
08_active_bankruptcy,default,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
08_active_bankruptcy,default,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
08_active_bankruptcy,default,underwriting,value.v_expected,sum(v*w)/sum(w),,375000.00
08_active_bankruptcy,default,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
08_active_bankruptcy,default,underwriting,value.v_low,V*(1-disp),,318750.00
08_active_bankruptcy,default,underwriting,value.v_high,V*(1+disp),,431250.00
08_active_bankruptcy,default,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=1600 condition=cosmetic,28800.00
08_active_bankruptcy,default,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=cosmetic,6.0000
08_active_bankruptcy,default,underwriting,scenario[conservative].holding,monthly x months,monthly=730.78 months=9.0000,6577.02
08_active_bankruptcy,default,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,11568.75
08_active_bankruptcy,default,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,23109.38
08_active_bankruptcy,default,underwriting,scenario[conservative].equity.gross,V - confirmed,,108750.00
08_active_bankruptcy,default,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,108750.00
08_active_bankruptcy,default,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=40320.00,359070.00
08_active_bankruptcy,default,underwriting,scenario[expected].holding,monthly x months,monthly=770.63 months=6.0000,4623.78
08_active_bankruptcy,default,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,12975.00
08_active_bankruptcy,default,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,27187.50
08_active_bankruptcy,default,underwriting,scenario[expected].equity.gross,V - confirmed,,165000.00
08_active_bankruptcy,default,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,165000.00
08_active_bankruptcy,default,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=28800.00,403800.00
08_active_bankruptcy,default,underwriting,scenario[optimistic].holding,monthly x months,monthly=810.47 months=4.5000,3647.12
08_active_bankruptcy,default,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,14381.25
08_active_bankruptcy,default,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,31265.63
08_active_bankruptcy,default,underwriting,scenario[optimistic].equity.gross,V - confirmed,,221250.00
08_active_bankruptcy,default,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,221250.00
08_active_bankruptcy,default,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=21600.00,452850.00
09_ocr_low_confidence,aggressive,underwriting,liabilities.confirmed,sum of confirmed bucket,,150000.00
09_ocr_low_confidence,aggressive,underwriting,liabilities.potential,sum of potential bucket,,0.00
09_ocr_low_confidence,aggressive,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
09_ocr_low_confidence,aggressive,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
09_ocr_low_confidence,aggressive,underwriting,value.v_expected,sum(v*w)/sum(w),,325000.00
09_ocr_low_confidence,aggressive,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
09_ocr_low_confidence,aggressive,underwriting,value.v_low,V*(1-disp),,276250.00
09_ocr_low_confidence,aggressive,underwriting,value.v_high,V*(1+disp),,373750.00
09_ocr_low_confidence,aggressive,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=1350 condition=moderate,56700.00
09_ocr_low_confidence,aggressive,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=moderate,8.0000
09_ocr_low_confidence,aggressive,underwriting,scenario[conservative].holding,monthly x months,monthly=609.01 months=12.0000,7308.12
09_ocr_low_confidence,aggressive,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,10506.25
09_ocr_low_confidence,aggressive,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,20028.13
09_ocr_low_confidence,aggressive,underwriting,scenario[conservative].equity.gross,V - confirmed,,126250.00
09_ocr_low_confidence,aggressive,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,126250.00
09_ocr_low_confidence,aggressive,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=68040.00,344290.00
09_ocr_low_confidence,aggressive,underwriting,scenario[expected].holding,monthly x months,monthly=643.54 months=8.0000,5148.32
09_ocr_low_confidence,aggressive,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,11725.00
09_ocr_low_confidence,aggressive,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,23562.50
09_ocr_low_confidence,aggressive,underwriting,scenario[expected].equity.gross,V - confirmed,,175000.00
09_ocr_low_confidence,aggressive,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,175000.00
09_ocr_low_confidence,aggressive,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=56700.00,381700.00
09_ocr_low_confidence,aggressive,underwriting,scenario[optimistic].holding,monthly x months,monthly=678.07 months=6.0000,4068.42
09_ocr_low_confidence,aggressive,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,12943.75
09_ocr_low_confidence,aggressive,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,27096.88
09_ocr_low_confidence,aggressive,underwriting,scenario[optimistic].equity.gross,V - confirmed,,223750.00
09_ocr_low_confidence,aggressive,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,223750.00
09_ocr_low_confidence,aggressive,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=48195.00,421945.00
09_ocr_low_confidence,conservative,underwriting,liabilities.confirmed,sum of confirmed bucket,,150000.00
09_ocr_low_confidence,conservative,underwriting,liabilities.potential,sum of potential bucket,,0.00
09_ocr_low_confidence,conservative,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
09_ocr_low_confidence,conservative,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
09_ocr_low_confidence,conservative,underwriting,value.v_expected,sum(v*w)/sum(w),,325000.00
09_ocr_low_confidence,conservative,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
09_ocr_low_confidence,conservative,underwriting,value.v_low,V*(1-disp),,276250.00
09_ocr_low_confidence,conservative,underwriting,value.v_high,V*(1+disp),,373750.00
09_ocr_low_confidence,conservative,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=1350 condition=moderate,56700.00
09_ocr_low_confidence,conservative,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=moderate,8.0000
09_ocr_low_confidence,conservative,underwriting,scenario[conservative].holding,monthly x months,monthly=609.01 months=12.0000,7308.12
09_ocr_low_confidence,conservative,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,10506.25
09_ocr_low_confidence,conservative,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,20028.13
09_ocr_low_confidence,conservative,underwriting,scenario[conservative].equity.gross,V - confirmed,,126250.00
09_ocr_low_confidence,conservative,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,126250.00
09_ocr_low_confidence,conservative,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=90720.00,366970.00
09_ocr_low_confidence,conservative,underwriting,scenario[expected].holding,monthly x months,monthly=643.54 months=8.0000,5148.32
09_ocr_low_confidence,conservative,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,11725.00
09_ocr_low_confidence,conservative,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,23562.50
09_ocr_low_confidence,conservative,underwriting,scenario[expected].equity.gross,V - confirmed,,175000.00
09_ocr_low_confidence,conservative,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,175000.00
09_ocr_low_confidence,conservative,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=56700.00,381700.00
09_ocr_low_confidence,conservative,underwriting,scenario[optimistic].holding,monthly x months,monthly=678.07 months=6.0000,4068.42
09_ocr_low_confidence,conservative,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,12943.75
09_ocr_low_confidence,conservative,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,27096.88
09_ocr_low_confidence,conservative,underwriting,scenario[optimistic].equity.gross,V - confirmed,,223750.00
09_ocr_low_confidence,conservative,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,223750.00
09_ocr_low_confidence,conservative,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=36855.00,410605.00
09_ocr_low_confidence,default,underwriting,liabilities.confirmed,sum of confirmed bucket,,150000.00
09_ocr_low_confidence,default,underwriting,liabilities.potential,sum of potential bucket,,0.00
09_ocr_low_confidence,default,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
09_ocr_low_confidence,default,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
09_ocr_low_confidence,default,underwriting,value.v_expected,sum(v*w)/sum(w),,325000.00
09_ocr_low_confidence,default,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
09_ocr_low_confidence,default,underwriting,value.v_low,V*(1-disp),,276250.00
09_ocr_low_confidence,default,underwriting,value.v_high,V*(1+disp),,373750.00
09_ocr_low_confidence,default,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=1350 condition=moderate,56700.00
09_ocr_low_confidence,default,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=moderate,8.0000
09_ocr_low_confidence,default,underwriting,scenario[conservative].holding,monthly x months,monthly=609.01 months=12.0000,7308.12
09_ocr_low_confidence,default,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,10506.25
09_ocr_low_confidence,default,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,20028.13
09_ocr_low_confidence,default,underwriting,scenario[conservative].equity.gross,V - confirmed,,126250.00
09_ocr_low_confidence,default,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,126250.00
09_ocr_low_confidence,default,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=79380.00,355630.00
09_ocr_low_confidence,default,underwriting,scenario[expected].holding,monthly x months,monthly=643.54 months=8.0000,5148.32
09_ocr_low_confidence,default,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,11725.00
09_ocr_low_confidence,default,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,23562.50
09_ocr_low_confidence,default,underwriting,scenario[expected].equity.gross,V - confirmed,,175000.00
09_ocr_low_confidence,default,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,175000.00
09_ocr_low_confidence,default,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=56700.00,381700.00
09_ocr_low_confidence,default,underwriting,scenario[optimistic].holding,monthly x months,monthly=678.07 months=6.0000,4068.42
09_ocr_low_confidence,default,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,12943.75
09_ocr_low_confidence,default,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,27096.88
09_ocr_low_confidence,default,underwriting,scenario[optimistic].equity.gross,V - confirmed,,223750.00
09_ocr_low_confidence,default,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,223750.00
09_ocr_low_confidence,default,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=42525.00,416275.00
10_released_lien,aggressive,underwriting,liabilities.confirmed,sum of confirmed bucket,,214500.00
10_released_lien,aggressive,underwriting,liabilities.potential,sum of potential bucket,,0.00
10_released_lien,aggressive,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
10_released_lien,aggressive,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
10_released_lien,aggressive,underwriting,value.v_expected,sum(v*w)/sum(w),,410000.00
10_released_lien,aggressive,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
10_released_lien,aggressive,underwriting,value.v_low,V*(1-disp),,348500.00
10_released_lien,aggressive,underwriting,value.v_high,V*(1+disp),,471500.00
10_released_lien,aggressive,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=1450 condition=cosmetic,26100.00
10_released_lien,aggressive,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=cosmetic,6.0000
10_released_lien,aggressive,underwriting,scenario[conservative].holding,monthly x months,monthly=685.19 months=9.0000,6166.71
10_released_lien,aggressive,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,12312.50
10_released_lien,aggressive,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,25266.25
10_released_lien,aggressive,underwriting,scenario[conservative].equity.gross,V - confirmed,,134000.00
10_released_lien,aggressive,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,134000.00
10_released_lien,aggressive,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=31320.00,379820.00
10_released_lien,aggressive,underwriting,scenario[expected].holding,monthly x months,monthly=728.75 months=6.0000,4372.50
10_released_lien,aggressive,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,13850.00
10_released_lien,aggressive,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,29725.00
10_released_lien,aggressive,underwriting,scenario[expected].equity.gross,V - confirmed,,195500.00
10_released_lien,aggressive,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,195500.00
10_released_lien,aggressive,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=26100.00,436100.00
10_released_lien,aggressive,underwriting,scenario[optimistic].holding,monthly x months,monthly=772.31 months=4.5000,3475.40
10_released_lien,aggressive,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,15387.50
10_released_lien,aggressive,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,34183.75
10_released_lien,aggressive,underwriting,scenario[optimistic].equity.gross,V - confirmed,,257000.00
10_released_lien,aggressive,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,257000.00
10_released_lien,aggressive,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=22185.00,493685.00
10_released_lien,conservative,underwriting,liabilities.confirmed,sum of confirmed bucket,,214500.00
10_released_lien,conservative,underwriting,liabilities.potential,sum of potential bucket,,0.00
10_released_lien,conservative,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
10_released_lien,conservative,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
10_released_lien,conservative,underwriting,value.v_expected,sum(v*w)/sum(w),,410000.00
10_released_lien,conservative,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
10_released_lien,conservative,underwriting,value.v_low,V*(1-disp),,348500.00
10_released_lien,conservative,underwriting,value.v_high,V*(1+disp),,471500.00
10_released_lien,conservative,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=1450 condition=cosmetic,26100.00
10_released_lien,conservative,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=cosmetic,6.0000
10_released_lien,conservative,underwriting,scenario[conservative].holding,monthly x months,monthly=685.19 months=9.0000,6166.71
10_released_lien,conservative,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,12312.50
10_released_lien,conservative,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,25266.25
10_released_lien,conservative,underwriting,scenario[conservative].equity.gross,V - confirmed,,134000.00
10_released_lien,conservative,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,134000.00
10_released_lien,conservative,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=41760.00,390260.00
10_released_lien,conservative,underwriting,scenario[expected].holding,monthly x months,monthly=728.75 months=6.0000,4372.50
10_released_lien,conservative,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,13850.00
10_released_lien,conservative,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,29725.00
10_released_lien,conservative,underwriting,scenario[expected].equity.gross,V - confirmed,,195500.00
10_released_lien,conservative,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,195500.00
10_released_lien,conservative,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=26100.00,436100.00
10_released_lien,conservative,underwriting,scenario[optimistic].holding,monthly x months,monthly=772.31 months=4.5000,3475.40
10_released_lien,conservative,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,15387.50
10_released_lien,conservative,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,34183.75
10_released_lien,conservative,underwriting,scenario[optimistic].equity.gross,V - confirmed,,257000.00
10_released_lien,conservative,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,257000.00
10_released_lien,conservative,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=16965.00,488465.00
10_released_lien,default,underwriting,liabilities.confirmed,sum of confirmed bucket,,214500.00
10_released_lien,default,underwriting,liabilities.potential,sum of potential bucket,,0.00
10_released_lien,default,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
10_released_lien,default,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
10_released_lien,default,underwriting,value.v_expected,sum(v*w)/sum(w),,410000.00
10_released_lien,default,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
10_released_lien,default,underwriting,value.v_low,V*(1-disp),,348500.00
10_released_lien,default,underwriting,value.v_high,V*(1+disp),,471500.00
10_released_lien,default,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=1450 condition=cosmetic,26100.00
10_released_lien,default,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=cosmetic,6.0000
10_released_lien,default,underwriting,scenario[conservative].holding,monthly x months,monthly=685.19 months=9.0000,6166.71
10_released_lien,default,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,12312.50
10_released_lien,default,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,25266.25
10_released_lien,default,underwriting,scenario[conservative].equity.gross,V - confirmed,,134000.00
10_released_lien,default,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,134000.00
10_released_lien,default,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=36540.00,385040.00
10_released_lien,default,underwriting,scenario[expected].holding,monthly x months,monthly=728.75 months=6.0000,4372.50
10_released_lien,default,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,13850.00
10_released_lien,default,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,29725.00
10_released_lien,default,underwriting,scenario[expected].equity.gross,V - confirmed,,195500.00
10_released_lien,default,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,195500.00
10_released_lien,default,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=26100.00,436100.00
10_released_lien,default,underwriting,scenario[optimistic].holding,monthly x months,monthly=772.31 months=4.5000,3475.40
10_released_lien,default,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,15387.50
10_released_lien,default,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,34183.75
10_released_lien,default,underwriting,scenario[optimistic].equity.gross,V - confirmed,,257000.00
10_released_lien,default,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,257000.00
10_released_lien,default,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=19575.00,491075.00
11_missing_apn,aggressive,underwriting,liabilities.confirmed,sum of confirmed bucket,,140000.00
11_missing_apn,aggressive,underwriting,liabilities.potential,sum of potential bucket,,0.00
